SampleID,StationID,Station_D,SampleDateTime,Latitude,Longitude,Depth,Temperature,Salinity,Sigma-T,Conductivity,Beam Attenuation,Chla Fluor,Dissolved Oxygen (Model 43),DO % Saturation,Air Irradiance,Water Irradiance,pH <2>,TA in (mmol/kgSW),TCO2 in (mmol/kgSW),t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),Field Replicate,Data Source,VINDTA Sample Name,Sampled Bottle Name,Sampling Date,Sampling Depth,Salinity - Carolina,Salinity - Ries ,Run T,Sampling T,Pressure,Comments
WN1730C9,F23,F23-m,4/24/2017 16:48,42.33916855,-70.94116974,13.34012604,8.524045944,30.50741577,23.67344284,32.43330383,2.277545452,1.810581207,10.72705269,111.6941681,1948.528687,2.075095177,8.311525345,2094.835205,1896.119995,8.524045944,23.34012604,8.27898459,268.0091519,269.0650628,1742.351075,141.0878524,12.68109796,68.60837159,1.705476726,0,0,11.64692939,3.432009443,2.156429703,271.9969062,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1730CB,F23,F23-s,4/24/2017 16:49,42.33949661,-70.94100189,1.518966913,8.601916313,30.24767494,23.45859909,32.24305344,2.321466446,1.317238927,10.84900856,112.9760513,2073.809326,1389.558228,8.325448036,2080.322998,1869.160034,8.601916313,11.51896667,8.312446329,244.4164749,245.3784547,1708.912764,148.6956065,11.5516127,72.17932484,1.844595369,0,0,11.23511564,3.63017013,2.279124584,248.0668873,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1730A0,F22,F22-m,4/24/2017 14:21,42.48065948,-70.61816406,15.7682972,7.107953072,31.31001663,24.49955177,32.00936508,1.057608843,5.078681946,11.72519016,118.7774811,1655.000977,32.18852234,8.250529289,2147.641113,1948.956787,7.107953072,25.7682972,8.280352935,267.900491,268.9757606,1794.636138,141.0741128,13.24649829,69.35061559,1.51138819,0,0,11.8218687,3.414858,2.146002942,271.6330271,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN174074,N18,N18-d,5/16/2017 12:14,42.36519241,-70.77893066,25.85996246,7.361426353,30.83400345,24.09179306,31.78338051,0.877710342,1.203499317,10.37602234,105.4069443,2122.483887,8.216540337,8.188306808,2109.699951,1948.40564,7.361426353,35.85996246,8.198632634,328.9375103,330.2533709,1814.388227,117.8505744,16.16683743,58.34389633,1.27304901,0,0,13.01685723,2.854259274,1.792208406,333.574602,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN174076,N18,N18-m,5/16/2017 12:16,42.36498642,-70.77882385,11.99257374,8.498501778,30.4473877,23.63013649,32.35396576,0.986133099,2.600325108,10.44821739,108.6856079,2125.173584,85.4522171,8.19711113,2095.237793,1916.311646,8.498501778,21.99257278,8.233758846,302.7147215,303.9077649,1772.96307,129.0079527,14.3406588,62.73390328,1.530901608,0,0,12.30454797,3.13992271,1.972441106,307.2135846,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN174078,N18,N18-s,5/16/2017 12:18,42.36480331,-70.77877045,1.532004356,9.251217842,29.86800575,23.06507492,32.40761566,1.038814306,0.768688023,10.50015259,110.6930618,2134.753174,1543.199097,8.211932182,2058.212402,1886.722656,9.251217842,11.53200436,8.218670632,314.0045593,315.2299947,1747.848861,124.3232748,14.55049585,60.15155254,1.57159986,0,0,12.44920834,3.04195303,1.909584762,318.8411978,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN174094,F22,F22-d,5/16/2017 13:46,42.47887039,-70.61778259,77.43654633,4.561521053,32.45267868,25.70393753,30.91230774,0.963662326,0.289854705,10.20344353,97.99334717,2085.348145,0.941881537,8.146080971,2202.056396,2085.126221,4.561521053,87.43654633,8.084531708,437.2177161,439.032685,1969.270895,92.34865456,23.5066885,47.33155575,0.764958702,0,0,15.24643407,2.195810846,1.380315394,442.6604012,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN174097,F22,F22-m,5/16/2017 13:50,42.47839355,-70.61719513,7.916745186,8.42346859,29.62851334,22.99968338,31.50436783,1.08358717,2.592266321,10.58829975,109.3774567,2086.825684,77.50983429,8.194088936,2028.744019,1886.508057,8.42346859,17.91674423,8.161427123,357.6824519,359.0935154,1763.658579,105.7806271,17.0688721,52.26663961,1.264511597,0,0,13.54510624,2.587466414,1.621005045,362.9813343,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN174098,F22,F22-s,5/16/2017 13:51,42.47821808,-70.61703491,1.836585999,9.419084549,29.22615814,22.53836632,31.91275215,1.207086444,1.307695746,10.68720722,112.6289597,2088.063477,1702.752075,8.211461067,2009.487915,1847.985718,9.419084549,11.836586,8.207367856,318.6876065,319.9286005,1715.768129,117.4784724,14.73906501,57.23344148,1.535740724,0,0,12.6786749,2.884236078,1.80731189,323.6371011,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1740A1,N04,N04-d,5/16/2017 14:25,42.44350052,-70.73774719,48.16379166,4.75290966,32.13288498,25.42988205,30.7845192,0.971074402,0.343914539,10.14500332,97.68157196,2087.843262,0.989215255,8.151823044,2179.279297,2039.23999,4.75290966,58.16379166,8.15384765,365.4428175,366.9559814,1914.68477,105.0062665,19.54893834,53.68185369,0.907203827,0,0,14.14524566,2.515424328,1.579808419,370.0298735,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1740A4,N04,N04-m,5/16/2017 14:27,42.44341278,-70.7376709,11.20350742,8.367124557,29.87773514,23.20289993,31.69933128,1.214776635,3.322577953,10.72514534,110.8257217,2115.095703,74.46585846,8.197669029,2049.830811,1895.320679,8.367124557,21.20350838,8.188786474,335.2414914,336.5650002,1765.920659,113.3944882,16.00557112,55.78109817,1.346595922,0,0,13.0960264,2.768372109,1.735633971,340.194353,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1740A5,N04,N04-s,5/16/2017 14:28,42.44340515,-70.73765564,1.746661782,9.508087158,29.37316322,22.63948059,32.12974167,1.162256718,1.136273742,10.73868084,113.5041656,2114.073242,867.246521,8.205574036,2014.890503,1852.138794,9.508087158,11.74666214,8.2062761,320.1343342,321.3795176,1719.068854,118.3205419,14.74938705,57.63693266,1.550004015,0,0,12.63894586,2.902864926,1.820142624,325.1271734,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1740BE,F23,F23-d,5/16/2017 15:35,42.33843613,-70.94190216,26.70713615,10.25854492,29.25213242,22.42736244,32.62682343,2.240717888,3.819189548,9.92913723,106.6353378,2372.431396,1.15273273,8.215760231,2005.866211,1840.631714,10.25854492,36.70713806,8.203867558,322.2987362,323.5401672,1706.141457,119.9970777,14.49317581,58.08013085,1.656884503,0,0,12.49774077,2.933704814,1.841634591,327.5104281,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1740C0,F23,F23-m,5/16/2017 15:37,42.33824921,-70.94212341,13.99716663,10.33940125,29.20421219,22.37674332,32.63898468,2.187969446,4.450447083,10.12913704,108.944931,2376.647217,2.834441423,8.217073441,2006.298828,1837.83606,10.33940125,23.99716759,8.212085356,316.2918121,317.508828,1701.581,122.066084,14.18902931,58.89364214,1.698298075,0,0,12.37940963,2.992196966,1.878031779,321.4265565,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN174097,F22,F22-m,5/16/2017 13:50,42.47839355,-70.61719513,7.916745186,8.42346859,29.62851334,22.99968338,31.50436783,1.08358717,2.592266321,10.58829975,109.3774567,2086.825684,77.50983429,8.194088936,2034.478394,1875.588501,8.42346859,17.91674423,8.205404573,319.7334394,320.9947933,1744.54586,115.7847767,15.25791705,56.97001529,1.399265951,0,0,12.8788866,2.832174749,1.774310782,324.4701266,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1740C2,F23,F23-s,5/16/2017 15:38,42.3380127,-70.94239044,1.714753151,10.76527023,29.14668655,22.2617836,32.92116928,2.235206127,2.79473877,10.29565144,111.7386932,2365.188965,1100.770386,8.225663185,1997.807739,1832.437012,10.76527023,11.71475315,8.200501764,326.5444501,327.7939984,1697.747781,120.239232,14.44999053,57.86890555,1.719026413,0,0,12.45389113,2.955849408,1.855978207,331.9568056,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN175072,N18,N18-d,6/13/2017 11:42,42.36654663,-70.77877808,26.10009766,7.725077152,31.2555027,24.37353897,32.48117828,1.042948365,1.023187995,9.626708984,98.89207458,2442.755615,10.20259285,8.159971237,2128.424072,2021.758301,7.730000019,36.10499954,8.033720869,507.3967203,509.4166779,1910.048437,87.14922605,24.56068875,43.17543965,0.911209358,0,0,15.40973706,2.106011578,1.324697867,514.6704558,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN175074,N18,N18-m,6/13/2017 11:43,42.366745,-70.77861023,13.35480499,11.24153519,29.88834572,22.75750923,34.07717133,0.832337499,2.565404415,10.96899986,120.8545074,2483.621826,118.1375732,8.182255745,2094.552734,1967.920898,11.23999977,23.35499954,8.065519881,484.5287463,486.371481,1847.080124,99.81875667,21.02204117,46.50316882,1.34056891,0,0,14.32297266,2.439612905,1.537058271,492.7461533,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN175076,N18,N18-s,6/13/2017 11:44,42.36684799,-70.77848053,1.543796182,16.20316124,29.62612152,21.57471848,37.98155975,1.168955326,0.912541211,10.22268009,124.6775513,2485.854736,1871.829956,8.208971977,2013.173706,1836.224487,16.20000076,11.54500008,8.089118699,438.4785302,440.0436367,1692.872998,127.3572693,15.99419175,63.18183832,2.412586617,0,0,11.72413704,3.066429128,1.968812711,448.032662,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN175092,F22,F22-d,6/13/2017 12:58,42.48009872,-70.61667633,76.92211151,5.159821033,32.19909668,25.43836594,31.19689941,1.456543207,0.421142876,9.68874836,94.25524902,2491.737061,-0.028925944,8.084939957,2176.976807,2073.57373,5.159999847,86.92500305,8.026860967,499.6885138,501.7463876,1962.935725,84.47911002,26.15881241,44.36850109,0.723878724,0,0,15.67119676,1.99981105,1.260424864,506.0687252,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN175095,F22,F22-m,6/13/2017 13:02,42.48025513,-70.61591339,11.22257805,10.84845734,30.00459862,22.91509247,33.86777878,1.151092291,10.26171017,10.08421326,110.23909,2527.710693,158.9613495,8.161412239,2076.009521,1952.429565,10.85000038,21.22500038,8.062735174,481.3350295,483.1748765,1833.962548,97.33052698,21.13645997,46.1087088,1.286021852,0,0,14.40375199,2.3775573,1.4974191,489.3431746,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN175096,F22,F22-s,6/13/2017 13:03,42.48025513,-70.61572266,1.551811814,15.69432068,29.65713501,21.70981026,37.58149338,1.651273131,1.103102565,10.66355515,128.7604218,2522.477783,2015.076416,8.18404007,2014.547363,1868.444458,15.68999958,11.55500031,8.069928197,478.9935752,480.7143772,1739.009431,111.3302752,18.10478818,50.84361509,2.042433043,0,0,13.06334373,2.742277869,1.741705357,489.1739866,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1750A0,N04,N04-d,6/13/2017 13:30,42.44426346,-70.73516083,47.75510406,6.395854473,31.74780655,24.93585587,31.82477379,1.07830739,0.504415154,9.93602562,99.26544952,2518.74707,0.142265305,8.129667282,2160.002686,2054.438721,6.400000095,57.76499939,8.039117145,496.8499498,498.8628397,1942.872846,86.44713326,25.11871373,43.42783988,0.817053592,0,0,15.59782398,2.074828302,1.304598168,503.5536815,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1750A3,N04,N04-m,6/13/2017 13:34,42.44469833,-70.73445892,10.61946869,10.37960339,30.12994003,23.0908699,33.60374069,0.88157779,1.922730207,10.17658806,110.1967316,2506.441162,213.4274139,8.142237663,2068.304932,1948.876587,10.38000011,20.625,8.056408305,484.5588119,486.4222975,1832.800776,94.48239324,21.59337025,45.33388428,1.214415649,0,0,14.57735856,2.306003561,1.451700699,492.4376792,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1750A4,N04,N04-s,6/13/2017 13:35,42.44478989,-70.73423004,1.745781541,17.67912102,29.4856987,21.13084984,39.08595276,1.628265381,1.165609837,10.56385422,132.5248718,2510.563721,1880.665527,8.186053276,2035.141968,1843.395996,17.68000031,11.75500011,8.155321857,391.4269192,392.7982393,1688.618573,140.815199,13.96221999,61.93299633,2.967085876,0,0,11.5001711,3.481944975,2.220262693,400.662213,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1750BE,F23,F23-d,6/13/2017 14:33,42.33763504,-70.94208527,23.04161072,8.68274498,30.79022789,23.87170601,32.84148407,1.775782824,1.18838954,9.035720825,94.59510803,2743.308105,0.356538951,8.085448265,2102.321289,1996.481079,8.680000305,33.04499817,8.026858003,517.8357533,519.8717839,1885.446513,86.70194789,24.33263196,42.50490755,0.975496765,0,0,15.35434698,2.102169136,1.322419225,525.5964707,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1750C1,F23,F23-m,6/13/2017 14:36,42.33729935,-70.94238281,5.057578087,12.05554867,29.89054298,22.61460876,34.75631332,1.99125731,4.62034893,9.299622536,104.2767181,1302.535278,104.9886703,8.074968338,2068.387695,1944.958984,12.06000042,15.06499958,8.047908814,504.640278,506.5393017,1825.920438,97.71620369,21.3222889,45.6528524,1.391231999,0,0,14.33466297,2.393179964,1.509975017,513.5533748,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1750C2,F23,F23-s,6/13/2017 14:36,42.33718109,-70.94242859,1.809904218,15.95085049,29.47893333,21.51726723,37.59672165,2.432870865,5.112206936,10.73722649,130.1781006,1499.894165,703.1604004,8.127321243,2038.258179,1871.99292,15.94999981,11.81499958,8.117924007,428.8933828,430.4291291,1731.529376,124.3626179,16.10095653,55.68420411,2.32708304,0,0,12.39575846,3.06754641,1.948283199,438.1339426,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN175095,F22,F22-m,6/13/2017 13:02,42.48025513,-70.61591339,11.22257805,10.84845734,30.00459862,22.91509247,33.86777878,1.151092291,10.26171017,10.08421326,110.23909,2527.710693,158.9613495,8.161412239,2097.8125,1938.248657,10.85000038,21.20499992,8.157545257,380.3069613,381.7606403,1802.546451,119.0020849,16.70009946,55.66917298,1.599770685,0,0,12.97965703,2.906953395,1.830839788,386.6342659,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN17606D,N18,N18-d,7/26/2017 11:55,42.3657074,-70.78011322,26.66606712,10.95141792,31.17751694,23.80995941,35.15415955,1.005219698,1.0883286,9.200725555,101.5559845,2270.664795,8.826101303,8.281868935,2147.773438,1996.108765,10.94999981,36.67499924,8.111975762,432.6360887,434.2876506,1862.332601,114.9669273,18.80926796,54.02310996,1.491817621,0,0,13.37673434,2.782455305,1.759081983,439.8657219,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN17606E,N18,N18-m,7/26/2017 11:57,42.36566544,-70.78035736,19.66252708,14.70724678,30.83436203,22.82590103,38.05707169,1.156450868,10.68948936,9.34786129,111.4398193,2278.828857,37.30419159,8.29199028,2113.728027,1903.607178,14.71000004,29.66500092,8.20941598,340.264832,341.5025642,1738.247322,152.1807605,13.17907838,68.49620373,2.629331512,0,0,11.23870493,3.711102662,2.359472999,347.136242,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN176071,N18,N18-s,7/26/2017 11:59,42.36561966,-70.78075409,1.737473488,16.77485466,30.60929871,22.20007515,39.61809158,1.00197947,0.969092846,8.870544434,110.0726547,2296.547119,1655.286865,8.325904846,2120.321533,1950.599731,16.77000046,11.74499989,8.084221347,483.1172267,484.8292892,1804.673765,128.3587611,17.56719297,56.55035627,2.388373245,0,0,12.44773074,3.142622826,2.008005271,493.9753643,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN17608B,F22,F22-d,7/26/2017 13:09,42.47938919,-70.6193924,77.50872803,5.610091686,32.00473785,25.23347092,31.40553665,1.748214126,0.307650775,8.664146423,85.09748077,2267.394775,1.289463162,8.161298752,2183.88623,2066.270752,5.610000134,87.51499939,8.079058021,447.132491,448.9629741,1950.031316,93.02779856,23.21156665,46.97448997,0.83331981,0,0,15.13718862,2.216817725,1.393818216,452.9574929,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN17608E,F22,F22-m,7/26/2017 13:14,42.47917938,-70.62088013,18.51947975,11.55709648,31.21690369,23.7338295,35.71495819,0.834494114,2.600996494,9.005032539,100.7330627,2265.626465,101.6523743,8.191094398,2153.267822,2008.083252,11.56000042,28.52499962,8.085597447,467.3159713,469.0859126,1876.534162,111.6345994,19.91451457,51.98421788,1.488634991,0,0,13.62388298,2.70612838,1.712742237,475.3629545,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN17608F,F22,F22-s,7/26/2017 13:15,42.47912216,-70.62142181,1.575030208,17.33869934,30.53669167,22.01439667,40.03280258,1.036627889,0.704714,8.72238636,109.389328,2267.06958,1960.654419,8.283149719,2076.227295,1911.905151,17.34000015,11.58500004,8.073157733,490.2525575,491.9774658,1770.071918,124.2735939,17.5596167,55.18059721,2.436132322,0,0,12.48677112,3.050757486,1.950179213,501.6080827,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN176099,N04,N04-d,7/26/2017 13:41,42.44299316,-70.73770905,48.63925171,6.607691765,31.68902206,24.86292458,31.95034218,0.753685832,0.340556741,9.230950356,92.64798737,2298.886719,1.514293075,8.231386185,2143.20166,2055.692139,6.610000134,58.64500046,7.982490107,570.2340661,572.5378674,1950.377578,76.68794507,28.62673023,38.72710632,0.731667545,0,0,16.38834289,1.84086241,1.157658394,578.0008772,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN17609B,N04,N04-m,7/26/2017 13:44,42.44281769,-70.73790741,16.04774284,15.57447052,30.75858498,22.58251572,38.73416901,0.961073756,3.138572693,9.149305344,110.9531479,2302.084229,107.4944611,8.261110306,2086.853271,1922.24353,15.56999969,26.05500031,8.093315953,459.9946976,461.6497626,1781.213492,123.6872076,17.34280757,56.08883396,2.184857524,0,0,12.55567808,3.018161355,1.923216548,469.7056285,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN17609D,N04,N04-s,7/26/2017 13:45,42.44273376,-70.73802948,1.769381881,17.21689224,30.68647385,22.15739632,40.10066986,0.966795743,0.764305234,8.993199348,112.6191177,2300.945313,1948.21228,8.314153671,2086.143555,1900.235718,17.21999931,11.77499962,8.123018858,430.4053231,431.9219551,1747.21671,137.5615355,15.45752779,61.09970598,2.71167086,0,0,11.80106473,3.3730633,2.156560031,440.3110791,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1760B5,F23,F23-d,7/26/2017 14:42,42.33878708,-70.94213104,27.69892883,16.89006805,30.69412231,22.23967361,39.82941818,2.251492977,2.446875572,7.940597534,98.80745697,2326.914551,1.665815592,8.241719246,2080.395752,1943.630981,16.88999939,37.70500183,8.004671234,583.3647054,585.428895,1814.76196,107.7151228,21.15389851,48.20525191,2.00844861,0,0,13.53246014,2.628684604,1.679908114,596.5596687,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1760B7,F23,F23-m,7/26/2017 14:43,42.33869934,-70.94242859,12.94942951,16.94511795,30.68372536,22.21852684,39.86026382,2.417393446,2.558352947,7.848051548,97.75540161,2327.059814,3.575389862,8.231986046,2077.56665,1946.913696,16.95000076,22.95499992,7.988296039,609.0934892,611.2470873,1820.700704,104.1638255,22.04913056,46.60675677,1.942058828,0,0,13.76351511,2.548575261,1.628610875,622.9139815,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN1760B9,F23,F23-s,7/26/2017 14:44,42.33863068,-70.94285583,1.598236322,17.04817963,30.66524696,22.18022156,39.92570114,2.491210222,2.111082554,7.768179417,96.94552612,2340.558594,668.8137207,8.224466324,2075.327637,1954.309692,17.04999924,11.60499954,7.961134953,653.9835512,656.292955,1832.01457,98.6879085,23.60716341,44.10975793,1.838567499,0,0,14.14404004,2.419724939,1.546338642,668.9009859,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN17608E,F22,F22-m,7/26/2017 13:14,42.47917938,-70.62088013,18.51947975,11.55709648,31.21690369,23.7338295,35.71495819,0.834494114,2.600996494,9.005032539,100.7330627,2265.626465,101.6523743,8.191094398,2118.27124,1995.423096,11.56000042,28.52499962,8.028767297,532.1814206,534.1970374,1874.888344,97.85603207,22.6787341,46.37438908,1.306044795,0,0,14.43656865,2.372122862,1.501345999,541.3453595,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
WN177078,N18,N18-s,8/23/2017 11:58,42.36450195,-70.77542877,1.648948312,17.52034378,31.26061058,22.52584648,41.04803085,1.293159842,0.724153638,9.757078171,123.335144,2812.460449,2207.72583,8.277966499,2146.964676,2036.439381,17.52034378,11.64894867,7.910278378,769.3861748,772.0870509,1914.309823,94.82538633,27.30404561,41.28874094,1.727864444,0,0,14.70618441,2.317420713,1.485087226,787.3714406,N,ToRies_Labprocessed2017sharedSeaGlass,,,,,,,,,,
